x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041342524447147126,0.00041589386165620415,0.0004180900969347506,0.0004200132802060118,0.0004216628228746401,0.00042303821874535086,0.0004241390447954773,0.0004249649618230256,0.0004255157149679311,0.0004257911341046443,0.0004257911341046443,0.0004255157149679311,0.0004249649618230256,0.0004241390447954773,0.00042303821874535086,0.0004216628228746401,0.0004200132802060118,0.0004180900969347506,0.00041589386165620415,0.00041342524447147126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041534508375697717,0.0004197384551944798,0.0004238637958018772,0.00042870545111313614,0.0004341566478794445,0.0004391950350725462,0.000443819070036762,0.00044859030939613346,0.0004537335427529283,0.00045830936422325773,0.0004623163492663754,0.00046575324651280215,0.00046861897970416314,0.0004709126493691918,0.0004726335342298342,0.00047378109233235747,0.0004743549618993259,0.0004743549618993259,0.00047378109233235747,0.0004726335342298342,0.0004709126493691918,0.00046861897970416314,0.00046575324651280215,0.0004623163492663754,0.00045830936422325773,0.0004537335427529283,0.00044859030939613346,0.000443819070036762,0.0004391950350725462,0.0004341566478794445,0.00042870545111313614,0.0004238637958018772,0.0004197384551944798,0.00041534508375697717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041589386165620415,0.0004216628228746401,0.00042786745496584393,0.0004358354143070224,0.00044339848480401097,0.00045201859509798195,0.0004611711968226529,0.0004697656941024562,0.00047873305333530315,0.00048827148755350357,0.0004970878265181092,0.0005051793163246034,0.000513095055235292,0.0005212580543147665,0.0005285206280654427,0.0005348804690581707,0.0005403355501970052,0.0005448841279258353,0.0005485247449993392,0.000551256232808043,0.0005530777132488666,0.0005539886001341942,0.0005539886001341942,0.0005530777132488666,0.000551256232808043,0.0005485247449993392,0.0005448841279258353,0.0005403355501970052,0.0005348804690581707,0.0005285206280654427,0.0005212580543147665,0.000513095055235292,0.0005051793163246034,0.0004970878265181092,0.00048827148755350357,0.00047873305333530315,0.0004697656941024562,0.0004611711968226529,0.00045201859509798195,0.00044339848480401097,0.0004358354143070224,0.00042786745496584393,0.0004216628228746401,0.00041589386165620415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004164427518545907,0.00042331338278555556,0.0004320591668314393,0.0004417165809809437,0.00045259018465764275,0.0004646073739605547,0.00047653373158971645,0.0004904745237842075,0.0005037074343118801,0.0005176290891111409,0.0005321542405775627,0.0005457941358593115,0.0005594356448015664,0.0005736711292766718,0.0005868292936470127,0.0005989059439568737,0.0006104421748615135,0.0006221291775045365,0.0006325272338156325,0.0006416329716095392,0.0006494434281451187,0.0006559560549089208,0.0006611687217495082,0.0006650797203470112,0.000667687767004755,0.0006689920047523758,0.0006689920047523758,0.000667687767004755,0.0006650797203470112,0.0006611687217495082,0.0006559560549089208,0.0006494434281451187,0.0006416329716095392,0.0006325272338156325,0.0006221291775045365,0.0006104421748615135,0.0005989059439568737,0.0005868292936470127,0.0005736711292766718,0.0005594356448015664,0.0005457941358593115,0.0005321542405775627,0.0005176290891111409,0.0005037074343118801,0.0004904745237842075,0.00047653373158971645,0.0004646073739605547,0.00045259018465764275,0.0004417165809809437,0.0004320591668314393,0.00042331338278555556,0.0004164427518545907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004123288095833251,0.00042028813342208165,0.0004291245140572085,0.00044045561169561937,0.0004531618338697311,0.0004674725060226235,0.0004831337825903497,0.0005000290949519892,0.0005176290891111409,0.0005366984404628577,0.0005550594990971012,0.0005758629736171967,0.0005956108860847773,0.0006156349870911847,0.0006364288417339626,0.0006559560549089208,0.0006750476783956426,0.0006948348413457553,0.0007131250567545917,0.0007299123748313893,0.0007457237255322777,0.0007616202565500377,0.0007757638530714237,0.0007881498320141382,0.0007987740785512652,0.0008076330528936369,0.0008147237961527273,0.0008200439352615553,0.0008235916869345689,0.0008253658606511546,0.0008253658606511546,0.0008235916869345689,0.0008200439352615553,0.0008147237961527273,0.0008076330528936369,0.0007987740785512652,0.0007881498320141382,0.0007757638530714237,0.0007616202565500377,0.0007457237255322777,0.0007299123748313893,0.0007131250567545917,0.0006948348413457553,0.0006750476783956426,0.0006559560549089208,0.0006364288417339626,0.0006156349870911847,0.0005956108860847773,0.0005758629736171967,0.0005550594990971012,0.0005366984404628577,0.0005176290891111409,0.0005000290949519892,0.0004831337825903497,0.0004674725060226235,0.0004531618338697311,0.00044045561169561937,0.0004291245140572085,0.00042028813342208165,0.0004123288095833251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041260287633923786,0.00042138782850551166,0.0004320591668314393,0.00044466037173010865,0.0004605987105106949,0.00047726676165281087,0.0004970878265181092,0.0005176290891111409,0.0005403355501970052,0.0005638136726183112,0.0005890239794658209,0.0006143365724966804,0.0006416329716095392,0.000667687767004755,0.0006963581026723637,0.0007238055346817167,0.0007510208054709142,0.000779301719103949,0.0008058608622701966,0.0008314373413786534,0.0008579116923835572,0.0008823839047577957,0.0009048458520956254,0.0009257916326301315,0.0009467924051836654,0.0009654777670329224,0.000981841400184091,0.0009958777527877397,0.0010075820484828227,0.0010169502944753512,0.0010239792883201468,0.0010286666233788246,0.0010310106929324488,0.0010310106929324488,0.0010286666233788246,0.0010239792883201468,0.0010169502944753512,0.0010075820484828227,0.0009958777527877397,0.000981841400184091,0.0009654777670329224,0.0009467924051836654,0.0009257916326301315,0.0009048458520956254,0.0008823839047577957,0.0008579116923835572,0.0008314373413786534,0.0008058608622701966,0.000779301719103949,0.0007510208054709142,0.0007238055346817167,0.0006963581026723637,0.000667687767004755,0.0006416329716095392,0.0006143365724966804,0.0005890239794658209,0.0005638136726183112,0.0005403355501970052,0.0005176290891111409,0.0004970878265181092,0.00047726676165281087,0.0004605987105106949,0.00044466037173010865,0.0004320591668314393,0.00042138782850551166,0.00041260287633923786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004197384551944798,0.00043080119861565975,0.00044466037173010865,0.0004623163492663754,0.00048166656360865563,0.0005037074343118801,0.0005285206280654427,0.0005539886001341942,0.0005835381542237075,0.0006130382989575362,0.0006455375601303866,0.0006780900182302606,0.0007131250567545917,0.0007474892230485983,0.0007846099954645142,0.0008200439352615553,0.0008579116923835572,0.0008946324200996506,0.0009304566203139394,0.0009678146314376327,0.0010028995291807377,0.0010362930987082486,0.0010709156045855713,0.0011029207223775643,0.0011322976009071574,0.0011594737022366716,0.001186716607194387,0.0012109563876899691,0.0012321846721495497,0.0012503941034919855,0.0012655783517749757,0.0012777321251308338,0.001286851178948027,0.00129293232326157,0.0012959734283222756,0.0012959734283222756,0.00129293232326157,0.001286851178948027,0.0012777321251308338,0.0012655783517749757,0.0012503941034919855,0.0012321846721495497,0.0012109563876899691,0.001186716607194387,0.0011594737022366716,0.0011322976009071574,0.0011029207223775643,0.0010709156045855713,0.0010362930987082486,0.0010028995291807377,0.0009678146314376327,0.0009304566203139394,0.0008946324200996506,0.0008579116923835572,0.0008200439352615553,0.0007846099954645142,0.0007474892230485983,0.0007131250567545917,0.0006780900182302606,0.0006455375601303866,0.0006130382989575362,0.0005835381542237075,0.0005539886001341942,0.0005285206280654427,0.0005037074343118801,0.00048166656360865563,0.0004623163492663754,0.00044466037173010865,0.00043080119861565975,0.0004197384551944798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041534508375697717,0.0004255157149679311,0.00044045561169561937,0.00045830936422325773,0.00047873305333530315,0.0005029716104127725,0.0005303372403115372,0.0005594356448015664,0.0005923168982683632,0.0006273270735290166,0.0006637759113429107,0.0007039769257065065,0.0007439584237256922,0.0007881498320141382,0.0008314373413786534,0.0008783029067744176,0.0009234595349094688,0.000972489157358294,0.001019293024713609,0.0010682505023767452,0.0011162692327809699,0.0011624992904542553,0.0012109563876899691,0.0012564667412170228,0.001299353797175415,0.0013439644843839624,0.0013852039744408683,0.0014230579884591374,0.0014578349846209812,0.0014927414937932102,0.0015238007468544863,0.001551001784900158,0.0015743349761439685,0.0015937920328307576,0.0016093660258645222,0.0016210513970920549,0.0016288439691915441,0.001632740953125251,0.001632740953125251,0.0016288439691915441,0.0016210513970920549,0.0016093660258645222,0.0015937920328307576,0.0015743349761439685,0.001551001784900158,0.0015238007468544863,0.0014927414937932102,0.0014578349846209812,0.0014230579884591374,0.0013852039744408683,0.0013439644843839624,0.001299353797175415,0.0012564667412170228,0.0012109563876899691,0.0011624992904542553,0.0011162692327809699,0.0010682505023767452,0.001019293024713609,0.000972489157358294,0.0009234595349094688,0.0008783029067744176,0.0008314373413786534,0.0007881498320141382,0.0007439584237256922,0.0007039769257065065,0.0006637759113429107,0.0006273270735290166,0.0005923168982683632,0.0005594356448015664,0.0005303372403115372,0.0005029716104127725,0.00047873305333530315,0.00045830936422325773,0.00044045561169561937,0.0004255157149679311,0.00041534508375697717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004191888897503085,0.0004320591668314393,0.00044859030939613346,0.0004697656941024562,0.0004948826926010356,0.000523073116963278,0.0005539886001341942,0.0005901215003515901,0.0006286269012105196,0.0006689920047523758,0.0007146503339779766,0.0007616202565500377,0.0008111780282372868,0.0008640266484245141,0.0009171095881505023,0.0009748268190555589,0.0010310106929324488,0.0010922474439336873,0.0011510113952950386,0.0012139879428507087,0.0012746931500686922,0.0013370968800984957,0.0013989633991289064,0.0014578349846209812,0.0015199167289778673,0.0015782254608444337,0.001632740953125251,0.0016895625791249528,0.001742146786938929,0.001790415623180235,0.001834483352593648,0.0018788055554123527,0.0019182436162056326,0.0019527833153401616,0.0019824121539473503,0.0020071193763480785,0.0020268959894520883,0.0020417347790510514,0.0020516303229366666,0.0020565790007883076,0.0020565790007883076,0.0020516303229366666,0.0020417347790510514,0.0020268959894520883,0.0020071193763480785,0.0019824121539473503,0.0019527833153401616,0.0019182436162056326,0.0018788055554123527,0.001834483352593648,0.001790415623180235,0.001742146786938929,0.0016895625791249528,0.001632740953125251,0.0015782254608444337,0.0015199167289778673,0.0014578349846209812,0.0013989633991289064,0.0013370968800984957,0.0012746931500686922,0.0012139879428507087,0.0011510113952950386,0.0010922474439336873,0.0010310106929324488,0.0009748268190555589,0.0009171095881505023,0.0008640266484245141,0.0008111780282372868,0.0007616202565500377,0.0007146503339779766,0.0006689920047523758,0.0006286269012105196,0.0005901215003515901,0.0005539886001341942,0.000523073116963278,0.0004948826926010356,0.0004697656941024562,0.00044859030939613346,0.0004320591668314393,0.0004191888897503085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
