r,u
3.96,0.9570650401467791
7.92,0.9373080241182988
11.88,0.8256944157601417
15.84,0.7554158873159754
19.8,0.6099865930437087
23.76,0.45080688192009577
27.72,0.23627226017621436
31.68,0.10883950679251375
35.64,0.03527128848597825
39.6,0.009273119996064038
43.56,0.0017688522178140754
47.52,0.00023828443989084807
51.48,8.119321655540038e-6
55.44,7.517890421796304e-6
59.4,0.0
63.36,0.0
67.32,0.0
71.28,0.0
75.24,0.0
79.2,0.0
83.16,0.0
87.12,0.0
91.08,0.0
95.04,0.0
99.0,0.0
