a,b
4.860222675485364e-13,2.43011089571298e-13
7.039072501455266e-13,3.519535610534925e-13
1.016859088316247e-12,5.084294516763691e-13
1.4655671462806173e-12,7.327834398492535e-13
2.1070340356647004e-12,1.053516826200878e-12
3.021700941953959e-12,1.5108501961579733e-12
4.323010562627896e-12,2.161504888142853e-12
6.169407656976057e-12,3.084703267389987e-12
8.782902396594692e-12,4.391450399506017e-12
1.2472696447837012e-11,6.236347089546142e-12
1.766949704394337e-11,8.83474691495838e-12
2.4969956521078675e-11,1.2484975989560585e-11
3.520061274782084e-11,1.7600303172469377e-11
4.9501330448100245e-11,2.4750660721981025e-11
6.944155652754239e-11,3.4720771948169506e-11
9.717595220389421e-11,4.858796726394522e-11
1.3565459013739544e-10,6.78272827311235e-11
1.8890684243736332e-10,9.445340403789782e-11
2.624203355243517e-10,1.3121014389545402e-10
3.636511610059223e-10,1.81825547429453e-10
5.027019067412495e-10,2.513509076506673e-10
6.932246982147755e-10,3.4661228605967834e-10
9.536216285349927e-10,4.768107275370908e-10
1.3086305185874767e-9,6.543151402758257e-10
1.7914192004863697e-9,8.957094373163917e-10
2.446340768808703e-9,1.2231701619134591e-9
3.332549496260832e-9,1.6662744450402168e-9
4.528731487917629e-9,2.264365332077721e-9
6.139277089016911e-9,3.069637986150742e-9
8.302310565346491e-9,4.151154527590998e-9
1.120010733051884e-8,5.600052646627059e-9
1.5072569250854336e-8,7.536283254600412e-9
2.023460294158357e-8,1.0117299630486082e-8
2.7098472290948403e-8,1.3549233680910246e-8
3.620246027336881e-8,1.8101226844126883e-8
4.824751656598641e-8,2.4123753894956532e-8
6.414397868923577e-8,3.2071983510822676e-8
8.507096122781504e-8,4.253547287683576e-8
1.1255162627926947e-7,5.627580290323918e-8
1.4854829812425583e-7,7.427413555189097e-8
1.955823020295652e-7,9.779113322687608e-8
2.5688449952003235e-7,1.2844222639677e-7
3.3658382076631685e-7,1.6829187977138281e-7
4.399426763705068e-7,2.1997129817315045e-7
5.73650016980409e-7,2.8682495631762666e-7
7.461850528911903e-7,3.7309245858122383e-7
9.68267296226967e-7,4.841335600510772e-7
1.2534117063752928e-6,6.267057391917989e-7
1.618611377640109e-6,8.093055416098644e-7
2.0851744720240766e-6,1.0425870463686594e-6
2.6797470521530868e-6,1.339873282357712e-6
3.4355591874302386e-6,1.7177792812563486e-6
4.393938285808003e-6,2.1969687432821404e-6
5.606141121724229e-6,2.803070050992289e-6
7.1355645805768995e-6,3.567781641319937e-6
9.060404815930815e-6,4.530201583935665e-6
1.1476845385897441e-5,5.7384216491474626e-6
1.4502867087185888e-5,7.251432224579713e-6
1.828278568662817e-5,9.14139118052313e-6
2.299263861547547e-5,1.1496317216592974e-5
2.884655795363216e-5,1.4423276353266448e-5
3.610428467311513e-5,1.8052139052928964e-5
4.507999810164615e-5,2.2539994950867282e-5
5.615265478764876e-5,2.807632228682766e-5
6.977805226877325e-5,3.4889019788181176e-5
8.65028554525279e-5,4.3251419858963626e-5
0.0001069808461103892,5.349041332545285e-5
0.0001319916790223816,6.599582750675265e-5
0.0001624624511056615,8.123121077712321e-5
0.00019949241188990004,9.974618780142508e-5
0.00024438116427963894,0.00012219055991373223
0.00029866072290744773,0.0001493303342909951
0.0003641318126439731,0.00018206587320476387
0.0004429048009905428,0.00022145236021376782
0.0005374456640165122,0.0002687227831284079
0.0006506273850008264,0.0003253136333268633
0.0007857871766853969,0.0003928935168765755
0.0009467899006433427,0.0004733948642126008
0.0011380980292719862,0.0005690489111277454
0.0013648484558615392,0.0006824241037999228
0.0016329364045942637,0.0008164680537841027
0.0019491066237948887,0.0009745531346292249
0.0023210519609346584,0.0011605257693712593
0.0027575193156622953,0.0013787594070390498
0.0032684228465031623,0.001634211125993601
0.0038649641671689833,0.001932481732072005
0.004559759109331401,0.002279879139962693
0.0053669704502821445,0.002683484737023448
0.006302445806720751,0.003151222330162721
0.007383859681063868,0.0036919291689813676
0.008630858415892586,0.004315428422983129
0.010065206567831008,0.005032602368500603
0.011710932957364592,0.005855465413591137
0.0135944743897206,0.006797235958463974
0.01574481477849374,0.007872405957280428
0.01819361714358026,0.009096806917108916
0.02097534570417851,0.010487670944414149
0.02412737505286028,0.012063685332082862
0.027690083185252234,0.01384503907425607
0.031706924979432054,0.015853459606020456
0.0362244825777863,0.018112237994332734
0.041292489029979285,0.020646240759501912
0.046963821516980336,0.023481906487203563
0.05329446050068905,0.026647225403296136
0.06034341123889101,0.030171700131306
0.06817258427768669,0.03408628593865271
0.07684663178868449,0.03842330890526047
0.08643273696036376,0.04321636061925872
0.09700035408474339,0.04850016822034019
0.10862089750267728,0.054310438872436764
0.12136737818250638,0.0606836780530787
0.13531398740399259,0.06765698139539936
0.15053562779660767,0.07526780020732235
0.16710739283004464,0.08355368121686454
0.18510399676447994,0.09255198154731903
0.2045991580253651,0.10229956040470699
0.22566493995678508,0.11283244945451683
0.24837105391091036,0.12418550436649367
0.27278413062917495,0.13639204050529458
0.29896696684233115,0.1494834562305844
0.3269777549391845,0.1634888477314734
0.35686930440468506,0.1784346197456337
0.3886882644840975,0.19434409689145496
0.42247435816871554,0.21123714066097124
0.4582596380986076,0.22912977737130166
0.49606777531951923,0.24803384254316613
0.5359133919970264,0.26795664725802276
0.5778014491669771,0.28890067203334435
0.6217267003763737,0.31086329364310933
0.6676732216362382,0.3338365500942769
0.7156140274652697,0.35780694864865076
0.7655107819524336,0.38275532135420043
0.8173136127151148,0.4086567320241541
0.870961034389217,0.4354804379820555
0.9263799868752743,0.46318990918481656
0.9834859920020157,0.49174290655448477
1.0421834305813884,0.5210916205057303
1.1023659400464738,0.5511828697647672
1.1639169310186888,0.5819583596529077
1.2267102192782928,0.6133549980717578
1.2906107677492844,0.6453052664955978
1.3554755312938527,0.6777376423685325
1.4211543953800148,0.710577068438223
1.4874911980751713,0.743745463752572
1.554324823362404,0.7771622703177742
1.621490352506697,0.8107450287813202
1.6888202591425845,0.8444099759757133
1.7561456329362168,0.8780726567493914
1.8232974161116091,0.9116485422297371
1.8901076368355372,0.9450536465154155
1.956410623434987,0.9782051337849866
2.0220441836759444,1.011021907936195
2.086850733857488,1.043425177132912
2.150678363259461,1.0753389860288745
2.213381820508952,1.106690708950838
2.2748234096787585,1.1374114979477243
2.334873785373829,1.1674366803337712
2.393412637669764,1.196706101157721
2.4503292595080395,1.2251644069003802
2.5055229909908614,1.2527612676220072
2.558903536918916,1.2794515357311567
2.6103911558412767,1.3051953405096182
2.6599167208031207,1.3299581184862668
2.7074216538495564,1.3537105806889846
2.7528577381410324,1.3764286187023815
2.79618681322852,1.3980931523054132
2.837380360599417,1.4186899222443725
2.8764189880163706,1.4382092324023468
2.913291822413266,1.4566456462472677
2.947995822172466,1.4739976429705925
2.980535020475914,1.490267239162927
3.0109197120954083,1.505459582209234
3.0391655964633424,1.5195825218242818
3.0652928901475427,1.5326461662901452
3.089325421948658,1.5446624300049812
3.1112897237547665,1.5556445789104165
3.1312141300367973,1.565606780239338
3.1491278984627455,1.5745636628230828
3.1650603635627816,1.582529893924068
3.1790401347057937,1.5895197782241355
3.1910943488656955,1.5955468842077742
3.2012479877776285,1.600623702740283
3.209523268124179,1.6047613421609346
3.215939112363087,1.6079692636968774
3.220510706723063,1.6102550604610861
3.223249151764272,1.6116242827326333
3.224161209734927,1.6120803116350102
3.223249151764272,1.6116242827326333
3.220510706723063,1.6102550604610861
3.215939112363087,1.6079692636968774
3.209523268124179,1.6047613421609346
3.201247987777629,1.6006237027402832
3.191094348865696,1.5955468842077745
3.179040134705794,1.5895197782241357
3.1650603635627816,1.582529893924068
3.1491278984627455,1.5745636628230828
3.1312141300367973,1.565606780239338
3.1112897237547674,1.555644578910417
3.089325421948658,1.5446624300049812
3.065292890147543,1.5326461662901454
3.0391655964633433,1.5195825218242822
3.010919712095409,1.5054595822092345
2.9805350204759145,1.4902672391629272
2.9479958221724667,1.473997642970593
2.913291822413267,1.4566456462472681
2.8764189880163715,1.4382092324023472
2.837380360599418,1.418689922244373
2.7961868132285206,1.3980931523054134
2.752857738141031,1.3764286187023809
2.7074216538495546,1.3537105806889838
2.6599167208031194,1.329958118486266
2.6103911558412745,1.305195340509617
2.5589035369189137,1.2794515357311556
2.5055229909908596,1.2527612676220063
2.450329259508038,1.2251644069003795
2.393412637669762,1.1967061011577198
2.3348737853738273,1.1674366803337703
2.2748234096787594,1.1374114979477248
2.213381820508953,1.1066907089508384
2.1506783632594617,1.075338986028875
2.08685073385749,1.0434251771329128
2.022044183675946,1.011021907936196
1.956410623434988,0.9782051337849872
1.8901076368355387,0.9450536465154162
1.8232974161116102,0.9116485422297377
1.7561456329362184,0.8780726567493922
1.6888202591425856,0.8444099759757139
1.6214903525066984,0.8107450287813208
1.5543248233624054,0.7771622703177749
1.4874911980751726,0.7437454637525727
1.4211543953800156,0.7105770684382234
1.3554755312938538,0.6777376423685331
1.2906107677492855,0.6453052664955984
1.226710219278291,0.6133549980717569
1.1639169310186868,0.5819583596529067
1.1023659400464718,0.5511828697647662
1.0421834305813866,0.5210916205057294
0.9834859920020138,0.4917429065544838
0.9263799868752725,0.4631899091848156
0.8709610343892156,0.43548043798205477
0.817313612715113,0.4086567320241532
0.765510781952432,0.38275532135419965
0.7156140274652707,0.35780694864865126
0.6676732216362391,0.3338365500942773
0.6217267003763747,0.31086329364310983
0.5778014491669781,0.28890067203334485
0.5359133919970273,0.2679566472580232
0.49606777531952007,0.24803384254316654
0.45825963809860815,0.22912977737130194
0.4224743581687163,0.21123714066097163
0.38868826448409827,0.19434409689145535
0.3568693044046856,0.178434619745634
0.3269777549391851,0.16348884773147368
0.2989669668423317,0.14948345623058468
0.2727841306291755,0.13639204050529485
0.2483710539109107,0.12418550436649384
0.22566493995678547,0.11283244945451702
0.2045991580253655,0.10229956040470718
0.18510399676448014,0.09255198154731913
0.16710739283004408,0.08355368121686427
0.15053562779660712,0.07526780020732207
0.1353139874039922,0.06765698139539916
0.12136737818250617,0.060683678053078595
0.10862089750267709,0.05431043887243667
0.09700035408474321,0.0485001682203401
0.08643273696036356,0.043216360619258626
0.07684663178868449,0.03842330890526047
0.0681725842776865,0.034086285938652615
0.06034341123889101,0.030171700131306
0.05329446050068905,0.026647225403296136
0.04696382151698015,0.02348190648720347
0.041292489029979285,0.020646240759501912
0.0362244825777863,0.018112237994332734
0.031706924979431866,0.015853459606020363
0.02769008318525242,0.013845039074256162
0.024127375052860466,0.012063685332082954
0.020975345704178694,0.01048767094441424
0.01819361714358045,0.00909680691710901
0.01574481477849374,0.007872405957280428
0.0135944743897206,0.006797235958463974
0.011710932957364592,0.005855465413591137
0.010065206567831008,0.005032602368500603
0.008630858415892586,0.004315428422983129
0.007383859681063868,0.0036919291689813676
0.006302445806720751,0.003151222330162721
0.0053669704502821445,0.002683484737023448
