i,j
151,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
154,9
154,9
154,9
155,9
155,9
156,9
157,9
157,9
158,9
158,9
158,9
161,9
161,9
162,9
162,9
163,9
164,9
164,9
164,9
164,9
164,9
166,9
166,9
166,9
166,9
166,9
167,9
167,9
169,9
169,9
169,9
169,9
171,9
173,9
173,9
174,9
177,9
177,9
187,9
118,8
118,8
120,8
121,8
123,8
124,8
131,8
135,8
135,8
135,8
135,8
135,8
135,8
137,8
137,8
137,8
140,8
141,8
143,8
143,8
143,8
143,8
147,8
150,8
150,8
150,8
150,8
150,8
153,8
154,8
154,8
154,8
154,8
154,8
156,8
156,8
156,8
157,8
159,8
160,8
160,8
160,8
160,8
164,8
164,8
164,8
167,8
167,8
169,8
169,8
169,8
174,8
178,8
181,8
182,8
189,8
111,7
117,7
124,7
124,7
124,7
124,7
125,7
125,7
129,7
129,7
129,7
129,7
130,7
131,7
132,7
132,7
132,7
132,7
132,7
132,7
132,7
134,7
134,7
134,7
134,7
136,7
139,7
142,7
144,7
144,7
146,7
146,7
147,7
148,7
149,7
149,7
151,7
151,7
151,7
151,7
151,7
152,7
155,7
155,7
155,7
157,7
158,7
158,7
158,7
158,7
158,7
158,7
158,7
158,7
162,7
162,7
162,7
163,7
163,7
164,7
164,7
164,7
164,7
166,7
169,7
174,7
176,7
177,7
179,7
179,7
180,7
123,6
125,6
126,6
127,6
131,6
131,6
131,6
136,6
136,6
136,6
136,6
140,6
140,6
140,6
140,6
140,6
143,6
145,6
145,6
146,6
146,6
147,6
148,6
148,6
150,6
150,6
150,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
153,6
154,6
156,6
156,6
156,6
156,6
156,6
157,6
158,6
158,6
158,6
158,6
160,6
160,6
160,6
162,6
162,6
162,6
164,6
164,6
164,6
164,6
165,6
168,6
168,6
172,6
172,6
176,6
176,6
181,6
183,6
187,6
108,5
123,5
125,5
128,5
129,5
129,5
134,5
136,5
138,5
139,5
141,5
141,5
141,5
142,5
142,5
144,5
145,5
145,5
145,5
147,5
147,5
149,5
150,5
151,5
151,5
151,5
152,5
152,5
152,5
154,5
155,5
155,5
155,5
157,5
157,5
158,5
158,5
161,5
161,5
161,5
163,5
163,5
164,5
164,5
169,5
171,5
174,5
174,5
181,5
182,5
186,5
186,5
186,5
117,4
122,4
122,4
122,4
127,4
130,4
133,4
133,4
135,4
139,4
139,4
139,4
140,4
142,4
142,4
145,4
145,4
145,4
145,4
145,4
147,4
147,4
149,4
149,4
149,4
150,4
150,4
151,4
154,4
154,4
154,4
156,4
156,4
156,4
158,4
158,4
158,4
158,4
158,4
158,4
159,4
160,4
162,4
162,4
162,4
162,4
162,4
162,4
162,4
166,4
166,4
166,4
166,4
166,4
167,4
167,4
167,4
169,4
169,4
169,4
169,4
170,4
171,4
175,4
176,4
176,4
181,4
181,4
190,4
191,4
117,3
123,3
124,3
124,3
125,3
127,3
128,3
128,3
128,3
131,3
131,3
132,3
133,3
137,3
137,3
140,3
140,3
143,3
143,3
143,3
143,3
143,3
144,3
144,3
144,3
145,3
145,3
147,3
148,3
149,3
150,3
151,3
151,3
151,3
151,3
153,3
156,3
156,3
157,3
157,3
158,3
158,3
160,3
160,3
160,3
163,3
163,3
167,3
167,3
173,3
173,3
173,3
173,3
174,3
174,3
178,3
178,3
180,3
180,3
180,3
180,3
183,3
185,3
189,3
117,2
119,2
121,2
123,2
126,2
126,2
126,2
126,2
126,2
130,2
130,2
133,2
134,2
134,2
135,2
135,2
137,2
139,2
139,2
139,2
139,2
139,2
139,2
140,2
141,2
143,2
144,2
144,2
144,2
145,2
145,2
148,2
149,2
150,2
150,2
150,2
151,2
155,2
155,2
155,2
156,2
156,2
156,2
156,2
156,2
156,2
156,2
158,2
160,2
161,2
162,2
162,2
162,2
164,2
164,2
166,2
167,2
169,2
170,2
170,2
175,2
175,2
178,2
184,2
114,1
114,1
118,1
119,1
127,1
127,1
129,1
131,1
131,1
133,1
134,1
136,1
138,1
138,1
140,1
140,1
140,1
140,1
140,1
140,1
140,1
141,1
141,1
142,1
142,1
142,1
145,1
146,1
146,1
146,1
146,1
147,1
147,1
147,1
148,1
148,1
149,1
149,1
151,1
152,1
152,1
152,1
152,1
152,1
153,1
154,1
154,1
155,1
155,1
158,1
158,1
158,1
158,1
159,1
160,1
161,1
161,1
162,1
163,1
164,1
164,1
164,1
164,1
164,1
166,1
166,1
168,1
168,1
172,1
177,1
177,1
177,1
182,1
