i,j
155,15
155,15
156,15
156,15
156,15
156,15
159,15
159,15
159,15
159,15
160,15
160,15
162,15
162,15
162,15
162,15
163,15
164,15
164,15
165,15
165,15
165,15
165,15
165,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
167,15
169,15
169,15
169,15
171,15
172,15
172,15
178,15
178,15
178,15
178,15
180,15
183,15
185,15
116,14
116,14
116,14
120,14
121,14
121,14
123,14
123,14
123,14
123,14
126,14
126,14
126,14
127,14
127,14
129,14
129,14
129,14
129,14
129,14
131,14
131,14
131,14
131,14
131,14
132,14
134,14
134,14
134,14
134,14
134,14
135,14
136,14
136,14
136,14
136,14
137,14
137,14
137,14
139,14
139,14
139,14
141,14
141,14
141,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
142,14
144,14
144,14
145,14
145,14
145,14
145,14
146,14
146,14
149,14
149,14
150,14
151,14
151,14
151,14
151,14
154,14
154,14
154,14
154,14
155,14
155,14
155,14
155,14
155,14
155,14
157,14
157,14
158,14
158,14
158,14
158,14
158,14
158,14
161,14
161,14
161,14
161,14
162,14
162,14
162,14
163,14
163,14
164,14
164,14
165,14
165,14
165,14
165,14
167,14
169,14
169,14
169,14
171,14
171,14
171,14
173,14
174,14
176,14
179,14
179,14
179,14
182,14
182,14
186,14
186,14
187,14
115,13
116,13
123,13
127,13
127,13
128,13
129,13
131,13
131,13
134,13
134,13
136,13
136,13
137,13
137,13
137,13
137,13
140,13
140,13
140,13
140,13
140,13
140,13
140,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
141,13
143,13
143,13
143,13
143,13
143,13
143,13
143,13
143,13
145,13
145,13
145,13
145,13
146,13
146,13
146,13
147,13
147,13
147,13
147,13
148,13
148,13
148,13
148,13
148,13
150,13
150,13
150,13
151,13
152,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
153,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
156,13
157,13
157,13
157,13
157,13
157,13
157,13
158,13
158,13
159,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
161,13
162,13
162,13
164,13
164,13
164,13
164,13
164,13
164,13
164,13
164,13
164,13
164,13
164,13
166,13
166,13
166,13
170,13
170,13
170,13
185,13
115,12
120,12
120,12
121,12
121,12
121,12
123,12
123,12
124,12
124,12
125,12
128,12
130,12
130,12
130,12
133,12
133,12
133,12
133,12
133,12
135,12
136,12
136,12
136,12
138,12
138,12
138,12
138,12
139,12
139,12
139,12
139,12
141,12
141,12
141,12
141,12
141,12
141,12
142,12
142,12
142,12
142,12
142,12
142,12
142,12
143,12
145,12
145,12
146,12
146,12
146,12
146,12
149,12
149,12
149,12
149,12
149,12
149,12
149,12
149,12
150,12
151,12
151,12
151,12
151,12
151,12
151,12
151,12
151,12
151,12
151,12
151,12
153,12
154,12
154,12
154,12
154,12
154,12
154,12
155,12
155,12
156,12
158,12
158,12
158,12
159,12
159,12
159,12
161,12
161,12
161,12
161,12
162,12
163,12
163,12
163,12
163,12
163,12
164,12
164,12
165,12
165,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
166,12
167,12
167,12
167,12
167,12
167,12
168,12
168,12
168,12
170,12
170,12
170,12
173,12
173,12
173,12
173,12
176,12
177,12
180,12
180,12
180,12
180,12
184,12
184,12
188,12
188,12
110,11
113,11
114,11
114,11
115,11
116,11
124,11
125,11
127,11
131,11
131,11
131,11
131,11
131,11
133,11
133,11
133,11
133,11
133,11
133,11
134,11
134,11
134,11
134,11
134,11
134,11
134,11
135,11
135,11
135,11
137,11
137,11
137,11
140,11
140,11
140,11
140,11
142,11
142,11
142,11
142,11
144,11
144,11
144,11
145,11
145,11
146,11
146,11
146,11
146,11
146,11
146,11
146,11
146,11
147,11
147,11
147,11
147,11
148,11
148,11
148,11
148,11
148,11
151,11
152,11
152,11
152,11
153,11
153,11
153,11
154,11
155,11
155,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
156,11
159,11
159,11
159,11
159,11
159,11
160,11
160,11
160,11
162,11
162,11
162,11
162,11
163,11
163,11
165,11
165,11
165,11
165,11
165,11
169,11
169,11
171,11
171,11
172,11
174,11
174,11
174,11
174,11
174,11
175,11
175,11
178,11
178,11
178,11
180,11
180,11
181,11
181,11
182,11
114,10
119,10
119,10
119,10
123,10
126,10
126,10
126,10
128,10
128,10
128,10
129,10
129,10
129,10
131,10
131,10
132,10
134,10
134,10
134,10
134,10
134,10
134,10
134,10
136,10
136,10
136,10
138,10
139,10
139,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
141,10
143,10
143,10
143,10
143,10
143,10
143,10
145,10
145,10
147,10
147,10
147,10
148,10
148,10
148,10
149,10
149,10
149,10
150,10
150,10
150,10
150,10
150,10
150,10
150,10
150,10
150,10
